City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
346,Mosquera,CO,4.7059,-74.2302,66.29,63,40,12.66,scattered clouds
347,Salalah,OM,17.0151,54.0924,80.69,74,40,3.44,scattered clouds
348,Bileca,BA,42.8719,18.4297,49.89,60,4,4.94,clear sky
349,Norman Wells,CA,65.282,-126.8329,21.24,86,90,3.44,light snow
350,Sakakah,SA,29.9697,40.2064,72.97,24,87,5.61,overcast clouds
351,Seymchan,RU,62.8833,152.4333,3.83,91,42,3.65,scattered clouds
352,Ise,JP,34.4833,136.7,58.32,64,0,12.68,clear sky
353,Vanimo,PG,-2.6741,141.3028,77.14,89,94,4.85,overcast clouds
354,Bathsheba,BB,13.2167,-59.5167,86.61,66,40,13.8,scattered clouds
355,Kayerkan,RU,69.3497,87.7602,-8.64,96,100,8.41,overcast clouds
356,Darhan,MN,49.4867,105.9228,33.94,73,100,11.07,overcast clouds
357,Aksarka,RU,66.5606,67.7975,23.97,97,100,4.9,snow
358,Nome,US,64.5011,-165.4064,17.67,74,40,0.0,scattered clouds
359,Sonkovo,RU,57.7782,37.1571,37.9,96,75,4.07,broken clouds
360,Birin,NP,26.8865,88.0718,53.06,78,0,5.41,clear sky
361,Hambantota,LK,6.1241,81.1185,77.34,100,75,1.14,light intensity shower rain
362,Caravelas,BR,-17.7125,-39.2481,79.23,58,5,9.33,clear sky
363,Najran,SA,17.4924,44.1277,74.05,22,5,4.65,clear sky
364,Narsaq,GL,60.9167,-46.05,32.22,68,96,5.7,overcast clouds
365,Husavik,IS,66.0449,-17.3389,39.11,97,100,17.27,light rain
366,Iskateley,RU,67.6803,53.1512,21.45,74,12,14.03,few clouds
367,Mahanoro,MG,-19.9,48.8,67.69,89,100,12.57,light rain
368,Port-Cartier,CA,50.0334,-66.8654,50.22,44,13,3.2,few clouds
369,Namwala,ZM,-15.7504,26.4384,80.04,39,1,8.88,clear sky
370,Tazovskiy,RU,67.4667,78.7,13.19,91,100,19.04,overcast clouds
371,Puerto Carreno,CO,6.189,-67.4859,78.78,79,100,1.72,overcast clouds
372,Kawambwa,ZM,-9.7915,29.0791,77.4,40,76,12.53,broken clouds
373,Quepos,CR,9.4236,-84.1652,91.6,78,100,4.36,light rain
374,Woodstock,CA,43.1334,-80.7497,55.65,78,100,4.0,overcast clouds
375,Filingue,NE,14.3521,3.3168,94.5,17,86,6.73,overcast clouds
376,Sambava,MG,-14.2667,50.1667,75.51,79,59,5.91,broken clouds
377,Shar,KZ,49.5886,81.0453,36.1,88,6,5.01,clear sky
378,Qaqortoq,GL,60.7167,-46.0333,32.5,76,86,5.03,overcast clouds
379,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,80,61,12.95,broken clouds
380,Fuyang,CN,32.9,115.8167,58.57,78,22,4.7,light rain
381,San Patricio,US,28.017,-97.5169,84.92,15,0,18.86,clear sky
382,Diapaga,BF,12.0708,1.7889,89.74,31,98,3.06,overcast clouds
383,Beba,CU,22.4437,-79.7253,86.18,65,100,10.63,overcast clouds
384,Sabang,ID,5.8933,95.3214,82.54,77,66,11.5,broken clouds
385,Saint-Joseph,RE,-21.3667,55.6167,73.78,76,1,4.41,clear sky
386,Naryan-Mar,RU,67.6713,53.087,21.38,75,12,13.65,few clouds
387,Bahia Blanca,AR,-38.7196,-62.2724,99.64,9,100,18.81,overcast clouds
388,Murray Bridge,AU,-35.1167,139.2667,56.43,75,100,14.03,overcast clouds
389,La Maddalena,IT,41.2142,9.4083,62.76,81,100,4.47,overcast clouds
390,Chapais,CA,49.7834,-74.8492,51.58,35,0,6.46,clear sky
391,Behshahr,IR,36.6923,53.5526,46.35,62,0,6.38,clear sky
392,Tatarskaya Kargala,RU,51.9495,55.1731,41.02,58,100,11.41,overcast clouds
393,Axim,GH,4.8699,-2.2405,78.87,86,95,5.23,overcast clouds
394,Tommot,RU,58.9564,126.2925,25.18,68,100,8.72,overcast clouds
395,Dwarka,IN,22.2394,68.9678,81.5,54,6,8.7,clear sky
396,Ust-Kuyga,RU,70.0167,135.6,11.35,97,100,1.57,overcast clouds
397,Ust-Nera,RU,64.5667,143.2,18.52,96,100,5.41,light snow
398,Nagapattinam,IN,10.7667,79.8333,78.48,88,100,11.01,overcast clouds
399,Inirida,CO,3.8653,-67.9239,79.16,90,100,3.09,overcast clouds
400,Jardim,BR,-21.4803,-56.1381,85.42,55,92,3.18,overcast clouds
401,Cheremisinovo,RU,51.8855,37.2646,48.31,88,13,10.74,few clouds
402,Preobrazheniye,RU,42.9019,133.9064,40.96,72,0,6.53,clear sky
403,Osoyoos,CA,49.0331,-119.4524,47.34,91,100,9.22,overcast clouds
404,Buala,SB,-8.145,159.5921,80.74,82,70,4.52,light rain
405,Calama,CL,-22.4667,-68.9333,75.69,10,0,23.02,clear sky
406,Dauphin,CA,51.1494,-100.0502,50.14,71,1,16.11,clear sky
407,Yaan,NG,7.3833,8.5667,77.79,78,29,3.11,scattered clouds
408,Lewiston,US,44.1003,-70.2148,56.32,61,1,12.66,clear sky
409,Bogande,BF,12.9714,-0.1436,90.95,32,100,12.08,overcast clouds
410,Energetik,RU,51.7445,58.7934,37.08,72,100,14.2,overcast clouds
411,Novobelokatay,RU,55.7062,58.9549,34.88,96,100,16.51,overcast clouds
412,Kaka,TM,37.3482,59.6143,46.67,71,0,4.94,clear sky
413,Plettenberg Bay,ZA,-34.0527,23.3716,69.89,66,100,3.78,overcast clouds
414,Barcelos,PT,41.5388,-8.6151,62.74,94,100,19.24,moderate rain
415,Pella,RU,59.7775,30.8181,47.03,87,100,8.61,light rain
416,Yerbogachen,RU,61.2767,108.0108,19.26,75,100,13.91,overcast clouds
417,Storsteinnes,NO,69.2408,19.2344,45.25,100,100,2.77,overcast clouds
418,Isangel,VU,-19.55,169.2667,75.99,86,41,10.47,scattered clouds
419,Haapiti,PF,-17.5667,-149.8667,80.33,83,63,9.33,moderate rain
420,Macapa,BR,0.0389,-51.0664,94.98,52,40,9.22,scattered clouds
421,Prince Rupert,CA,54.3161,-130.3201,44.29,81,34,2.3,light rain
422,Nawabshah,PK,26.2483,68.4096,73.36,64,0,4.61,smoke
423,La Mana,EC,-0.9333,-79.2167,94.89,58,74,2.21,light rain
424,Vilyuysk,RU,63.7553,121.6247,20.79,83,100,12.39,overcast clouds
425,San Juan,AR,-31.5375,-68.5364,97.86,11,37,7.23,scattered clouds
426,Pitimbu,BR,-7.4706,-34.8086,86.59,62,74,14.9,broken clouds
427,Todos Santos,MX,23.45,-110.2167,86.11,69,0,7.56,clear sky
428,Mahasamund,IN,21.1,82.1,71.87,68,64,3.56,broken clouds
429,Okhotsk,RU,59.3833,143.3,22.62,93,43,7.0,scattered clouds
430,Jamkhed,IN,18.7362,75.3121,69.67,61,85,10.96,overcast clouds
431,Panaba,MX,21.2833,-88.2667,93.34,47,77,11.18,broken clouds
432,Neiafu,TO,-18.65,-173.9833,75.88,78,40,6.91,scattered clouds
433,Dudinka,RU,69.4058,86.1778,-3.59,94,100,8.41,overcast clouds
434,Dalian,CN,38.9122,121.6022,49.93,93,100,2.24,mist
435,Vardo,NO,70.3705,31.1107,32.2,93,90,34.52,snow
436,Le Port,RE,-20.9373,55.2919,75.2,97,2,11.3,light rain
437,Hay River,CA,60.8156,-115.7999,33.78,100,75,6.91,broken clouds
438,Catamarca,AR,-28.4696,-65.7852,98.04,23,11,10.0,few clouds
439,Mananjary,MG,-21.2167,48.3333,67.01,85,100,9.51,light rain
440,Kang,BW,-23.6752,22.7876,66.97,70,31,9.55,scattered clouds
441,Belyy Yar,RU,53.6039,91.3903,13.89,85,0,4.47,clear sky
442,Vao,NC,-22.6667,167.4833,70.72,68,0,12.82,clear sky
443,Baoying,CN,33.2292,119.3092,54.9,71,23,3.13,light rain
444,Kangema,KE,-0.6833,36.9667,62.31,60,73,1.14,broken clouds
445,Fort Smith,US,35.3859,-94.3986,55.44,79,90,24.16,light rain
446,Port Macquarie,AU,-31.4333,152.9167,66.88,85,65,5.26,moderate rain
447,Broken Hill,AU,-31.95,141.4333,56.91,44,0,4.61,clear sky
448,Vilhena,BR,-12.7406,-60.1458,80.82,74,40,10.36,scattered clouds
449,Sehwan,PK,26.4279,67.863,73.22,21,0,4.36,clear sky
450,Lasa,IT,46.6166,10.7002,47.28,49,7,3.83,clear sky
451,La Ronge,CA,55.1001,-105.2842,46.65,49,1,6.91,clear sky
452,Vitim,RU,59.4511,112.5578,21.81,74,9,10.27,clear sky
453,Port Lincoln,AU,-34.7333,135.8667,54.45,69,80,16.46,broken clouds
454,Guerrero Negro,MX,27.9769,-114.0611,81.5,24,0,1.95,clear sky
455,Faya,SA,18.3851,42.4509,62.71,60,6,3.74,clear sky
456,Kavaratti,IN,10.5669,72.642,81.07,76,100,3.98,overcast clouds
457,Poso,ID,-1.3959,120.7524,77.0,84,59,2.89,broken clouds
458,San Javier,ES,37.8063,-0.8374,67.68,74,20,1.01,few clouds
459,Fontanafredda,IT,45.9736,12.5691,56.71,72,0,8.05,clear sky
460,Hollister,US,36.8525,-121.4016,76.37,59,1,0.0,clear sky
461,Nagua,DO,19.3832,-69.8474,92.44,70,20,4.61,few clouds
462,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,43,1,2.3,clear sky
463,Cumbitara,CO,1.6517,-77.5823,69.69,73,58,5.7,light rain
464,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,100,75,6.71,broken clouds
465,Jiuquan,CN,39.7432,98.5174,41.07,37,0,3.74,clear sky
466,Gamba,GA,-2.65,10.0,76.69,88,100,5.3,overcast clouds
467,Ixtapa,MX,20.7,-105.2,85.23,71,8,5.01,clear sky
468,Hanover,DE,52.3705,9.7332,55.51,77,0,4.0,clear sky
469,Meulaboh,ID,4.1363,96.1285,78.22,87,97,7.11,overcast clouds
470,Hervey Bay,AU,-25.2986,152.8535,75.04,82,5,17.96,clear sky
471,Balkhash,KZ,46.844,74.9804,43.52,65,0,3.56,clear sky
472,Nuevo Progreso,MX,23.1667,-97.95,88.59,15,1,3.0,clear sky
473,Port Shepstone,ZA,-30.7414,30.455,68.07,81,100,27.78,overcast clouds
474,Hermosillo,MX,29.0667,-110.9667,90.25,13,0,1.99,clear sky
475,Navalmoral De La Mata,ES,39.8916,-5.5406,63.95,41,100,2.46,overcast clouds
476,Progreso,MX,21.2833,-89.6667,85.1,69,100,10.42,overcast clouds
477,Hinton,CA,53.4001,-117.5857,37.11,50,100,3.53,overcast clouds
478,Rafaela,AR,-31.2503,-61.4867,99.05,15,0,8.01,clear sky
479,Tahta,EG,26.7693,31.5021,84.31,18,96,7.07,overcast clouds
480,Kragujevac,RS,44.0167,20.9167,39.49,76,8,3.87,clear sky
481,Inhambane,MZ,-23.865,35.3833,67.82,64,14,8.59,few clouds
482,Lebanon,US,36.2081,-86.2911,64.9,78,90,9.22,overcast clouds
483,Duluth,US,46.7833,-92.1066,52.07,81,90,1.99,overcast clouds
484,Alofi,NU,-19.0595,-169.9187,69.69,94,5,3.44,clear sky
485,Yeppoon,AU,-23.1333,150.7333,69.58,85,34,9.55,scattered clouds
486,Jumla,NP,29.2747,82.1838,43.79,71,0,4.59,clear sky
487,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,96.22,27,82,3.87,broken clouds
488,Kangaatsiaq,GL,68.3065,-53.4641,29.35,98,100,13.24,light snow
489,Fort Beaufort,ZA,-32.7748,26.6338,64.92,97,100,2.01,heavy intensity rain
490,Bay Roberts,CA,47.5999,-53.2648,41.05,87,100,15.01,overcast clouds
491,Maniitsoq,GL,65.4167,-52.9,32.49,43,100,1.88,overcast clouds
492,Vada,NL,51.97,5.6667,56.86,85,2,11.5,clear sky
493,Sovetskiy,RU,61.3614,63.5842,29.88,78,100,15.19,light snow
494,Imeni Poliny Osipenko,RU,52.4201,136.4853,31.17,87,6,5.03,clear sky
495,Itoman,JP,26.1247,127.6694,71.62,56,20,6.91,few clouds
496,Tura,IN,25.5198,90.2201,67.08,91,0,3.91,clear sky
497,Sheffield,GB,53.383,-1.4659,58.89,92,100,1.01,heavy intensity rain
498,Loa Janan,ID,-0.583,117.095,73.69,98,94,0.63,light rain
499,Buenaventura,CO,3.8801,-77.0312,83.48,77,74,7.07,broken clouds
500,Tazmalt,DZ,36.3868,4.3989,64.99,67,74,1.28,broken clouds
501,Ossora,RU,59.2353,163.0719,19.76,94,89,5.03,overcast clouds
502,Dasoguz,TM,41.8363,59.9666,39.15,75,0,6.91,clear sky
503,Nyurba,RU,63.2842,118.3319,21.7,76,100,14.18,overcast clouds
504,Namibe,AO,-15.1961,12.1522,67.12,72,5,10.29,clear sky
505,Kapasan,ID,-6.7773,111.3789,77.32,84,100,3.96,moderate rain
506,Jiazi,CN,22.8779,116.067,73.15,79,100,13.31,overcast clouds
507,Cap Malheureux,MU,-19.9842,57.6142,75.47,72,19,5.99,few clouds
508,Hirara,JP,24.8,125.2833,74.61,65,60,17.38,broken clouds
509,Totolapa,MX,18.5167,-96.1833,87.93,71,22,15.37,few clouds
510,Kerman,IR,30.2832,57.0788,53.46,28,20,4.61,few clouds
511,Teguldet,RU,57.3064,88.1667,31.51,54,100,9.95,overcast clouds
512,Cairns,AU,-16.9167,145.7667,71.55,92,67,0.0,broken clouds
513,Tarrafal,CV,15.2833,-23.7667,75.99,80,100,17.87,overcast clouds
514,Aripuana,BR,-9.1667,-60.6333,90.34,50,98,1.41,overcast clouds
515,Road Town,VG,18.4167,-64.6167,86.04,62,20,5.75,few clouds
516,Victoria Point,AU,-27.5833,153.3,74.1,89,100,8.01,moderate rain
517,Mehriz,IR,31.5917,54.4318,55.9,32,0,1.72,clear sky
518,Harindanga,IN,22.0383,88.3214,80.58,78,48,5.64,scattered clouds
519,Yatou,CN,37.15,122.3833,55.18,67,100,0.58,overcast clouds
520,Bulawayo,ZW,-20.15,28.5833,61.47,70,4,15.57,clear sky
521,Boromo,BF,11.75,-2.9333,87.1,41,88,8.08,overcast clouds
522,Indergarh,IN,26.9352,79.6724,69.89,58,0,1.41,clear sky
523,Bima,ID,-8.4667,118.7167,78.37,87,58,2.91,broken clouds
524,Bilma,NE,18.6853,12.9164,85.96,14,78,5.88,broken clouds
525,Kisangani,CD,0.5167,25.2,79.63,70,100,1.81,overcast clouds
526,Sibu,MY,2.3,111.8167,75.51,100,40,1.01,scattered clouds
527,Gotsu,JP,35.0,132.2167,55.0,72,0,10.2,clear sky
528,Tokonou,GN,9.65,-9.7833,72.18,89,91,3.04,light rain
529,Bambous Virieux,MU,-20.3428,57.7575,75.22,83,20,10.36,few clouds
530,Ostersund,SE,63.1792,14.6357,44.62,100,75,5.75,broken clouds
531,Srbac,BA,45.0978,17.525,43.27,72,22,2.01,few clouds
532,Novikovo,RU,51.1537,37.8879,47.14,89,100,10.31,overcast clouds
533,Suifenhe,CN,44.4,131.1667,32.45,75,0,3.04,clear sky
534,Matara,LK,5.9485,80.5353,76.5,92,100,5.41,moderate rain
535,Rio Grande,BR,-32.035,-52.0986,84.31,66,0,14.58,clear sky
536,Roald,NO,62.5833,6.1333,52.9,93,75,0.0,broken clouds
537,Nishihara,JP,26.1842,127.7558,70.88,56,20,6.91,few clouds
538,Pont-Audemer,FR,49.35,0.5167,58.12,81,9,10.69,clear sky
539,Vianopolis,BR,-16.7419,-48.5164,84.74,38,100,7.05,overcast clouds
540,Bol,TD,13.4586,14.7147,84.34,47,9,8.25,clear sky
541,Arrecife,ES,28.963,-13.5477,73.47,73,20,14.97,few clouds
542,Kazachinskoye,RU,57.6953,93.2761,28.24,66,97,4.54,overcast clouds
543,Auki,SB,-8.7676,160.7034,77.67,86,13,3.76,few clouds
544,Gigmoto,PH,13.7796,124.39,79.27,86,62,12.08,broken clouds
545,Sao Borja,BR,-28.6606,-56.0044,94.95,33,6,10.18,clear sky
546,Darnah,LY,32.767,22.6367,70.16,82,7,11.05,clear sky
547,Geraldton,AU,-28.7667,114.6,48.61,81,5,10.36,clear sky
548,Atlantis,ZA,-33.5667,18.4834,61.2,93,15,5.88,few clouds
549,Iida,JP,35.5197,137.8207,47.86,98,4,5.99,clear sky
550,Sheltozero,RU,61.3667,35.3667,34.86,79,100,11.83,overcast clouds
551,Huilong,CN,31.8111,121.655,63.03,69,100,6.64,overcast clouds
552,Tabuk,PH,17.4189,121.4443,70.63,89,38,2.86,scattered clouds
553,Verkhnyaya Inta,RU,65.9811,60.3094,10.74,88,62,10.65,broken clouds
554,Baiyin,CN,36.5583,104.2081,45.48,43,100,1.86,overcast clouds
555,Carutapera,BR,-1.195,-46.02,82.94,70,90,6.08,overcast clouds
556,Enfield,AU,-34.8526,138.6026,56.46,88,75,7.0,broken clouds
557,Hami,CN,42.8,93.45,49.41,35,36,3.94,scattered clouds
558,Makokou,GA,0.5738,12.8642,70.84,97,29,0.07,scattered clouds
559,Saint-Denis,FR,48.9167,2.3333,59.11,68,0,1.01,clear sky
560,Mayo,US,38.8876,-76.5119,68.38,71,100,4.0,overcast clouds
561,Lata,PT,40.1629,-8.3327,64.92,67,100,5.17,overcast clouds
562,Kendari,ID,-3.945,122.4989,75.78,91,96,2.33,overcast clouds
563,Victor Harbor,AU,-35.5667,138.6167,56.19,75,97,16.53,overcast clouds
564,Shingu,JP,33.7333,135.9833,51.66,80,0,7.85,clear sky
565,Kulhudhuffushi,MV,6.6221,73.07,81.05,77,42,10.47,scattered clouds
566,Stornoway,GB,58.2093,-6.3865,52.93,87,20,14.97,few clouds
567,Thessalon,CA,46.2501,-83.5666,55.89,72,100,17.31,overcast clouds
568,Barra Da Estiva,BR,-13.6261,-41.3269,80.01,41,26,6.2,scattered clouds
569,Jalhay,BE,50.5588,5.9676,51.84,93,11,10.36,few clouds
570,Jiwani,PK,25.05,61.7417,79.12,67,0,8.34,clear sky
571,Moldava Nad Bodvou,SK,48.6143,20.9996,42.94,83,0,2.3,clear sky
572,Kokopo,PG,-4.352,152.2633,77.49,81,43,3.47,scattered clouds
573,Mehamn,NO,71.0357,27.8492,30.38,86,75,16.11,light shower snow
574,Camalu,MX,30.85,-116.0667,76.3,35,0,4.5,clear sky
575,Srednekolymsk,RU,67.45,153.6833,-9.87,99,54,1.95,broken clouds
576,Sirjan,IR,29.452,55.6814,59.2,32,9,4.23,clear sky
577,Tobane,BW,-21.95,27.9,66.51,61,11,11.68,few clouds
578,Snezhnogorsk,RU,69.1933,33.2531,28.18,93,100,23.2,light snow
579,Quincy,US,42.2529,-71.0023,51.91,75,90,1.99,overcast clouds
580,Westport,US,41.1415,-73.3579,60.62,68,90,7.0,overcast clouds
581,Matay,EG,28.419,30.7792,81.05,24,100,8.43,overcast clouds
582,Kuching,MY,1.55,110.3333,77.22,100,40,2.3,scattered clouds
583,Banda Aceh,ID,5.5577,95.3222,79.92,84,92,6.2,overcast clouds
584,Tigil,RU,57.8,158.6667,31.42,98,100,4.65,overcast clouds
585,Pithapuram,IN,17.1167,82.2667,76.96,85,99,7.2,overcast clouds
586,Sabla,NG,12.7525,4.7077,87.49,23,100,8.68,overcast clouds
587,Port-Gentil,GA,-0.7193,8.7815,80.56,78,40,11.5,scattered clouds
588,Pemba,MZ,-12.974,40.5178,79.5,78,20,15.99,few clouds
589,Port Augusta,AU,-32.5,137.7667,56.71,71,45,17.18,scattered clouds
590,Praia,CV,14.9215,-23.5087,75.74,88,75,8.05,broken clouds
591,Lagunas,PE,-5.2269,-75.6753,86.31,66,41,1.97,moderate rain
592,Juegang,CN,32.3174,121.1855,59.99,64,97,5.12,light rain
593,Ust-Ishim,RU,57.6935,71.1665,33.91,91,100,11.81,overcast clouds
594,Strezhevoy,RU,60.7333,77.5889,31.98,97,100,14.47,light snow
595,Ikwiriri,TZ,-7.9562,38.9716,74.68,86,0,3.89,clear sky
596,Lavrentiya,RU,65.5833,-171.0,15.78,85,100,6.98,overcast clouds
597,Bonavista,CA,48.6499,-53.1147,40.12,73,100,16.28,overcast clouds
598,Ilanskiy,RU,56.2358,96.065,23.67,64,24,5.21,few clouds
599,Negombo,LK,7.2083,79.8358,73.45,94,40,0.0,light intensity shower rain
600,Santa Marinella,IT,42.0345,11.8536,64.13,71,97,7.0,overcast clouds
601,Beian,NO,63.6559,9.5683,53.01,87,75,5.75,broken clouds
602,Sokolow Podlaski,PL,52.4068,22.2531,44.08,83,78,6.62,broken clouds
603,Nouadhibou,MR,20.931,-17.0347,71.58,64,5,17.27,clear sky
604,Adrar,MR,20.5022,-10.0711,81.54,35,100,13.04,overcast clouds
605,Zhigansk,RU,66.7697,123.3711,18.18,91,100,13.0,overcast clouds
606,Kasongo-Lunda,CD,-6.4667,16.8167,73.63,87,100,0.43,overcast clouds
607,Bangassou,CF,4.7413,22.8184,72.23,93,98,1.41,light rain
608,Raga,SS,8.4596,25.678,77.14,64,100,3.76,overcast clouds
609,Ampanihy,MG,-24.7,44.75,63.1,63,71,12.39,broken clouds
610,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,104.18,20,79,8.25,broken clouds
611,Nago,JP,26.5881,127.9761,71.67,64,9,9.71,clear sky
612,Shimoda,JP,34.6667,138.95,62.71,62,0,17.31,clear sky
613,Ribeira Brava,PT,32.65,-17.0667,72.01,75,100,7.29,overcast clouds
614,Gisborne,NZ,-38.6533,178.0042,62.94,93,100,5.55,light rain
615,Ahipara,NZ,-35.1667,173.1667,59.99,89,20,10.71,few clouds
616,Santa Pola,ES,38.1917,-0.5658,67.96,77,40,5.99,scattered clouds
617,Emba,KZ,48.8264,58.1442,34.93,52,86,8.59,overcast clouds
618,Barra Patuca,HN,15.8,-84.2833,88.81,60,87,10.65,overcast clouds
619,Lufilufi,WS,-13.8745,-171.5986,80.38,75,73,21.45,broken clouds
620,Amboasary,MG,-25.0333,46.3833,67.84,66,96,11.23,overcast clouds
621,Kloulklubed,PW,7.0419,134.2556,79.3,69,34,14.14,scattered clouds
622,Burley,US,42.5357,-113.7928,60.76,48,1,6.91,clear sky
623,Dawlatabad,AF,36.4141,64.9053,46.4,69,0,4.54,clear sky
624,Kindu,CD,-2.95,25.95,69.89,99,100,1.68,light rain
625,Ozernovskiy,RU,51.5,156.5167,41.9,84,99,5.66,overcast clouds
626,Ketchikan,US,55.3422,-131.6461,41.47,87,75,5.75,broken clouds
627,Horasan,TR,40.0458,42.1728,44.58,39,25,3.2,scattered clouds
628,Lincoln,US,40.8,-96.667,54.9,71,40,3.0,scattered clouds
629,Ajdabiya,LY,30.7554,20.2263,71.74,75,100,6.98,overcast clouds
630,Kirakira,SB,-10.4544,161.9205,80.74,83,66,6.67,broken clouds
631,Tamale,GH,9.4008,-0.8393,79.99,75,78,4.59,moderate rain
632,Pangai,TO,-19.8,-174.35,77.11,65,20,16.11,few clouds
633,Pochutla,MX,15.7432,-96.4661,89.82,55,34,8.3,scattered clouds
634,Etchojoa,MX,26.9167,-109.6333,90.27,19,0,4.09,clear sky
635,Kidal,ML,18.4411,1.4078,90.37,13,24,7.0,few clouds
636,Trincomalee,LK,8.5711,81.2335,81.45,80,97,8.16,overcast clouds
637,Dukat,RU,62.55,155.55,12.56,85,100,7.02,overcast clouds
638,Suzhou,CN,31.3114,120.6181,61.93,69,91,3.53,light rain
639,Halifax,CA,44.6453,-63.5724,51.22,70,90,7.0,overcast clouds
640,Yanliang,CN,34.6592,109.2292,47.39,73,100,3.44,overcast clouds
641,Akdagmadeni,TR,39.6603,35.8836,42.93,73,78,4.94,broken clouds
642,Iranshahr,IR,27.2025,60.6848,77.34,36,0,4.61,clear sky
643,Bakchar,RU,57.0186,82.0711,33.64,54,100,13.62,overcast clouds
644,Impfondo,CG,1.6381,18.0667,72.99,96,100,1.92,overcast clouds
645,Vuktyl,RU,63.8567,57.3094,18.34,76,100,19.95,overcast clouds
646,Valparaiso,CL,-33.0393,-71.6273,88.03,44,0,9.22,clear sky
647,Lishui,CN,28.4604,119.9103,57.47,94,20,2.64,light rain
648,Thunder Bay,CA,48.4001,-89.3168,55.29,71,90,3.44,overcast clouds
649,Karatau,KZ,43.1667,70.4667,46.98,75,100,10.31,overcast clouds
650,Hurghada,EG,27.2574,33.8129,78.84,24,0,2.3,clear sky
651,Warmbad,NA,-28.45,18.7333,68.09,52,0,14.38,clear sky
652,Almonte,ES,37.2647,-6.5167,71.01,61,100,7.02,overcast clouds
653,Khangarh,PK,29.9173,71.1618,75.27,25,0,5.17,clear sky
654,Podyuga,RU,61.095,40.8647,25.45,83,40,2.82,scattered clouds
655,Comodoro Rivadavia,AR,-45.8667,-67.5,80.46,8,0,17.27,clear sky
656,Kharod,IN,21.75,82.5667,67.03,62,9,5.41,clear sky
657,Naze,JP,28.3667,129.4833,66.18,62,5,5.75,clear sky
658,Quelimane,MZ,-17.8786,36.8883,75.15,60,0,5.99,clear sky
659,Douala,CM,4.0483,9.7043,77.23,87,96,4.05,overcast clouds
660,Zalantun,CN,48.0,122.7167,38.32,60,6,2.04,clear sky
661,Sorland,NO,67.667,12.6934,48.06,89,100,18.63,overcast clouds
662,Pacifica,US,37.6138,-122.4869,75.36,64,1,8.99,clear sky
663,Kostelec Nad Orlici,CZ,50.1227,16.2132,48.81,84,14,10.85,few clouds
664,Kaifeng,CN,34.7911,114.3483,50.86,60,79,4.09,light rain
665,Zigos,GR,41.0167,24.3833,55.98,68,6,1.88,clear sky
666,Kahramanmaras,TR,38.0,37.0,49.14,71,100,1.7,overcast clouds
667,Kunya,NG,12.2233,8.5325,84.36,28,0,3.44,clear sky
668,Koumac,NC,-20.5667,164.2833,73.42,86,0,2.04,clear sky
669,Mpongwe,ZM,-13.5091,28.155,75.2,42,4,10.02,clear sky
670,Maloy,NO,61.9353,5.1136,53.44,96,100,1.01,light rain
671,Chulym,RU,55.0997,80.9572,34.38,44,100,17.34,overcast clouds
672,Labytnangi,RU,66.6572,66.4183,21.42,95,100,10.56,light snow
673,Russkiy Aktash,RU,55.0384,52.1214,40.35,80,100,9.37,light rain
674,Newala,TZ,-10.9431,39.2787,69.33,76,37,8.75,scattered clouds
675,Chicama,PE,-7.8447,-79.1469,64.94,61,20,10.6,few clouds
676,West Wendover,US,40.7391,-114.0733,52.81,58,1,10.36,clear sky
677,Sumbe,AO,-11.2061,13.8437,75.16,82,100,11.21,overcast clouds
678,Hokitika,NZ,-42.7167,170.9667,54.46,92,100,3.13,overcast clouds
679,Ler,SS,8.3018,30.1418,74.21,66,100,3.11,overcast clouds
680,Escanaba,US,45.7453,-87.0646,58.24,76,1,11.5,clear sky
681,Huaraz,PE,-9.5333,-77.5333,64.63,51,97,2.48,light rain
682,Ulaanbaatar,MN,47.9077,106.8832,28.53,69,0,2.24,clear sky
683,Ada,US,43.4166,-116.1262,65.57,53,94,8.99,overcast clouds
684,Corralillo,CU,22.9819,-80.5856,89.89,53,94,14.5,overcast clouds
685,Boa Vista,BR,2.8197,-60.6733,93.18,43,40,4.61,scattered clouds
686,Kaduy,RU,59.2,37.15,32.04,85,100,4.23,overcast clouds
687,Malakal,SS,9.5334,31.6605,77.47,65,98,4.05,overcast clouds
688,Pervomayskoye,RU,43.919,46.7102,47.39,76,0,8.19,clear sky
689,Vila,PT,42.0304,-8.1588,53.74,93,100,8.77,moderate rain
690,Kurilsk,RU,45.2333,147.8833,48.83,83,95,8.81,overcast clouds
691,Yala,TH,6.3333,101.25,74.46,98,100,1.9,overcast clouds
692,Manta,EC,-0.95,-80.7333,85.78,70,40,12.66,scattered clouds
693,Nizhniy Lomov,RU,53.5304,43.6766,43.99,94,93,10.2,overcast clouds
694,Takoradi,GH,4.8845,-1.7554,79.18,84,88,5.01,overcast clouds
695,Maragogi,BR,-9.0122,-35.2225,80.15,71,100,10.98,overcast clouds
696,Kilindoni,TZ,-7.9139,39.6668,79.52,78,0,14.58,clear sky
