City_ID,City,Country,Lat,Lng,Max Temp,Weather Description,Hotel Name
350,Sakakah,SA,29.9697,40.2064,72.97,overcast clouds,Fakhamat Al Orjoana Apartment
353,Vanimo,PG,-2.6741,141.3028,77.14,overcast clouds,Vahmoneh Lodge Vanimo
354,Bathsheba,BB,13.2167,-59.5167,86.61,scattered clouds,Atlantis Hotel
361,Hambantota,LK,6.1241,81.1185,77.34,light intensity shower rain,Bungalow 63
362,Caravelas,BR,-17.7125,-39.2481,79.23,clear sky,Pousada dos Navegantes
363,Najran,SA,17.4924,44.1277,74.05,clear sky,محمد هادي ال فطيح
369,Namwala,ZM,-15.7504,26.4384,80.04,clear sky,Corner Point Lodge
371,Puerto Carreno,CO,6.189,-67.4859,78.78,overcast clouds,Casa Hotel Victoria
372,Kawambwa,ZM,-9.7915,29.0791,77.4,broken clouds,Chembe Nsofu
376,Sambava,MG,-14.2667,50.1667,75.51,broken clouds,Melrose
379,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,broken clouds,Pousada Porto De Canoas
381,San Patricio,US,28.017,-97.5169,84.92,clear sky,"Motel 6 Sinton, TX"
383,Beba,CU,22.4437,-79.7253,86.18,overcast clouds,Hostal Cubaustria
384,Sabang,ID,5.8933,95.3214,82.54,broken clouds,Hotel Citra
385,Saint-Joseph,RE,-21.3667,55.6167,73.78,clear sky,"""Plantation Bed and Breakfast"
393,Axim,GH,4.8699,-2.2405,78.87,overcast clouds,Axim Beach Resort And Spa
395,Dwarka,IN,22.2394,68.9678,81.5,clear sky,Hotel Narayan Avezika Comfort
398,Nagapattinam,IN,10.7667,79.8333,78.48,overcast clouds,Sathya Lodge
399,Inirida,CO,3.8653,-67.9239,79.16,overcast clouds,Fuente del Guania Hotel de Lujo
400,Jardim,BR,-21.4803,-56.1381,85.42,overcast clouds,Estancia Hotel - Jardim MS
404,Buala,SB,-8.145,159.5921,80.74,light rain,Maringe Lagoon Lodge
405,Calama,CL,-22.4667,-68.9333,75.69,clear sky,Diego De Almagro Calama
418,Isangel,VU,-19.55,169.2667,75.99,scattered clouds,Tanna Lodge
419,Haapiti,PF,-17.5667,-149.8667,80.33,moderate rain,Linareva Moorea Beach Resort
422,Nawabshah,PK,26.2483,68.4096,73.36,smoke,Al karim hotel
426,Pitimbu,BR,-7.4706,-34.8086,86.59,broken clouds,Reserva do Abiaí
427,Todos Santos,MX,23.45,-110.2167,86.11,clear sky,Hotel California Todos Santos
428,Mahasamund,IN,21.1,82.1,71.87,broken clouds,mauhari bhantha mahasamund
432,Neiafu,TO,-18.65,-173.9833,75.88,scattered clouds,Mystic Sands Beachfront Accommodation
436,Le Port,RE,-20.9373,55.2919,75.2,light rain,KORBEY D'OR OUEST
442,Vao,NC,-22.6667,167.4833,70.72,clear sky,Hotel Kou-Bugny
448,Vilhena,BR,-12.7406,-60.1458,80.82,scattered clouds,Hotel Mirage
449,Sehwan,PK,26.4279,67.863,73.22,clear sky,Lal Shahbaz Motel STDC
454,Guerrero Negro,MX,27.9769,-114.0611,81.5,clear sky,"Casa Laguna, Bed & Breakfast"
456,Kavaratti,IN,10.5669,72.642,81.07,overcast clouds,Hotels in Lakshadweep Islands
457,Poso,ID,-1.3959,120.7524,77.0,broken clouds,Hotel 77 Poso
460,Hollister,US,36.8525,-121.4016,76.37,clear sky,Hollister Inn
467,Ixtapa,MX,20.7,-105.2,85.23,clear sky,Hotel Plaza Providencia
469,Meulaboh,ID,4.1363,96.1285,78.22,overcast clouds,Kost Pria
470,Hervey Bay,AU,-25.2986,152.8535,75.04,clear sky,Shelly Bay Resort
472,Nuevo Progreso,MX,23.1667,-97.95,88.59,clear sky,Balneario Rio el Paraiso
476,Progreso,MX,21.2833,-89.6667,85.1,overcast clouds,Playa Linda Hotel
479,Tahta,EG,26.7693,31.5021,84.31,overcast clouds,مصطفي عساف
495,Itoman,JP,26.1247,127.6694,71.62,few clouds,Southern Beach Hotel & Resort Okinawa
498,Loa Janan,ID,-0.583,117.095,73.69,light rain,Bangsal Pak Tikno
499,Buenaventura,CO,3.8801,-77.0312,83.48,broken clouds,La Casa Blanca Hotel
505,Kapasan,ID,-6.7773,111.3789,77.32,moderate rain,Perum Perhutani Kph Mantingan
506,Jiazi,CN,22.8779,116.067,73.15,overcast clouds,Hotel Jin Hao
507,Cap Malheureux,MU,-19.9842,57.6142,75.47,few clouds,Pereybere Hotel & Spa
508,Hirara,JP,24.8,125.2833,74.61,broken clouds,Hotel Atoll Emerald Miyakojima
509,Totolapa,MX,18.5167,-96.1833,87.93,few clouds,Tepaxtli
512,Cairns,AU,-16.9167,145.7667,71.55,broken clouds,Mantra Trilogy Cairns
513,Tarrafal,CV,15.2833,-23.7667,75.99,overcast clouds,Hotel Ixola
515,Road Town,VG,18.4167,-64.6167,86.04,few clouds,"ZINGARA 76ft Catamaran, full crew-all included"
516,Victoria Point,AU,-27.5833,153.3,74.1,moderate rain,Bay Retreat Motel
518,Harindanga,IN,22.0383,88.3214,80.58,scattered clouds,Hasanur Builders
521,Boromo,BF,11.75,-2.9333,87.1,overcast clouds,Sama Camp
523,Bima,ID,-8.4667,118.7167,78.37,broken clouds,Lambitu Hotel
524,Bilma,NE,18.6853,12.9164,85.96,broken clouds,Expeditions Ténére voyages
525,Kisangani,CD,0.5167,25.2,79.63,overcast clouds,Grand Ramela Hotel
526,Sibu,MY,2.3,111.8167,75.51,scattered clouds,RH HOTEL (4 Star)
529,Bambous Virieux,MU,-20.3428,57.7575,75.22,few clouds,Casa Tia Villa
534,Matara,LK,5.9485,80.5353,76.5,moderate rain,Amaloh Boutique Resort
535,Rio Grande,BR,-32.035,-52.0986,84.31,clear sky,Hotel Atlântico Rio Grande
537,Nishihara,JP,26.1842,127.7558,70.88,few clouds,Minshuku Agaihama
539,Vianopolis,BR,-16.7419,-48.5164,84.74,overcast clouds,FM Materiais para Construção _ Vianopolis
540,Bol,TD,13.4586,14.7147,84.34,clear sky,Hotel 3 Etoiles
541,Arrecife,ES,28.963,-13.5477,73.47,few clouds,Hotel Lancelot
543,Auki,SB,-8.7676,160.7034,77.67,few clouds,Auki Motel
544,Gigmoto,PH,13.7796,124.39,79.27,broken clouds,Cj's Travellers Inn
546,Darnah,LY,32.767,22.6367,70.16,clear sky,فندق الفردوس
552,Tabuk,PH,17.4189,121.4443,70.63,scattered clouds,Golden Berries Hotel and Convention
555,Carutapera,BR,-1.195,-46.02,82.94,overcast clouds,Lidera
558,Makokou,GA,0.5738,12.8642,70.84,scattered clouds,Motel des voyageurs
562,Kendari,ID,-3.945,122.4989,75.78,overcast clouds,Hotel Wixel
565,Kulhudhuffushi,MV,6.6221,73.07,81.05,scattered clouds,Haajy Guest House 1
568,Barra Da Estiva,BR,-13.6261,-41.3269,80.01,scattered clouds,Pousada Central
570,Jiwani,PK,25.05,61.7417,79.12,clear sky,Al Mumtaz Transport Jiwani
572,Kokopo,PG,-4.352,152.2633,77.49,scattered clouds,Kokopo Beach Bungalow Resort
574,Camalu,MX,30.85,-116.0667,76.3,clear sky,La Cueva del Pirata
581,Matay,EG,28.419,30.7792,81.05,overcast clouds,Nag Aespen
582,Kuching,MY,1.55,110.3333,77.22,scattered clouds,The Ranee Boutique Suites
583,Banda Aceh,ID,5.5577,95.3222,79.92,overcast clouds,Sulthan Hotel International
585,Pithapuram,IN,17.1167,82.2667,76.96,overcast clouds,Dhanamjay
587,Port-Gentil,GA,-0.7193,8.7815,80.56,scattered clouds,Fengshui Residence
588,Pemba,MZ,-12.974,40.5178,79.5,few clouds,Guesthouse Samotina
590,Praia,CV,14.9215,-23.5087,75.74,broken clouds,LT Aparthotel
591,Lagunas,PE,-5.2269,-75.6753,86.31,moderate rain,Hospedaje Eco
595,Ikwiriri,TZ,-7.9562,38.9716,74.68,clear sky,Greenland lodge
599,Negombo,LK,7.2083,79.8358,73.45,light intensity shower rain,Hotel Sunset Beach
603,Nouadhibou,MR,20.931,-17.0347,71.58,clear sky,El Medina
611,Nago,JP,26.5881,127.9761,71.67,clear sky,Hotel Yugaf Inn Okinawa
613,Ribeira Brava,PT,32.65,-17.0667,72.01,overcast clouds,Hotel do Campo
619,Lufilufi,WS,-13.8745,-171.5986,80.38,broken clouds,Leuaina Beach Resort and Spa
621,Kloulklubed,PW,7.0419,134.2556,79.3,scattered clouds,Storyboard Beach Resort
629,Ajdabiya,LY,30.7554,20.2263,71.74,overcast clouds,Almadina Hotel
630,Kirakira,SB,-10.4544,161.9205,80.74,broken clouds,SanBiz Lodge
631,Tamale,GH,9.4008,-0.8393,79.99,moderate rain,Tap Hotel
632,Pangai,TO,-19.8,-174.35,77.11,few clouds,Ha'apai Beach Resort
633,Pochutla,MX,15.7432,-96.4661,89.82,scattered clouds,Hotel Posada San Jose
636,Trincomalee,LK,8.5711,81.2335,81.45,overcast clouds,Welcombe Hotel
642,Iranshahr,IR,27.2025,60.6848,77.34,clear sky,نیک سرشت
644,Impfondo,CG,1.6381,18.0667,72.99,overcast clouds,Auberge La Place de Jules
646,Valparaiso,CL,-33.0393,-71.6273,88.03,clear sky,Hotel Ultramar
650,Hurghada,EG,27.2574,33.8129,78.84,clear sky,Sea Star Beau Rivage Hotel
652,Almonte,ES,37.2647,-6.5167,71.01,overcast clouds,Viajes Halcon
653,Khangarh,PK,29.9173,71.1618,75.27,clear sky,Marhaba marriage hall khangarh مرحبا میرج ہال
655,Comodoro Rivadavia,AR,-45.8667,-67.5,80.46,clear sky,Austral Hotel
658,Quelimane,MZ,-17.8786,36.8883,75.15,clear sky,Hotel Flamingo
659,Douala,CM,4.0483,9.7043,77.23,overcast clouds,Hôtel Prince De Galles Douala
662,Pacifica,US,37.6138,-122.4869,75.36,clear sky,"Pacifica Lighthouse, Trademark Collection by Wyndham"
668,Koumac,NC,-20.5667,164.2833,73.42,clear sky,Le Monitel
669,Mpongwe,ZM,-13.5091,28.155,75.2,clear sky,GCMF Office & Lodge
677,Sumbe,AO,-11.2061,13.8437,75.16,overcast clouds,Hotel Ritz Sumbe
684,Corralillo,CU,22.9819,-80.5856,89.89,overcast clouds,Hostal De Pedri
687,Malakal,SS,9.5334,31.6605,77.47,overcast clouds,Nile Palace Hotel
691,Yala,TH,6.3333,101.25,74.46,overcast clouds,งานแต่ง Murnee - Wahid
692,Manta,EC,-0.95,-80.7333,85.78,scattered clouds,Balandra Hotel
694,Takoradi,GH,4.8845,-1.7554,79.18,overcast clouds,Raybow International Hotel
695,Maragogi,BR,-9.0122,-35.2225,80.15,overcast clouds,Salinas do Maragogi All Inclusive Resort
696,Kilindoni,TZ,-7.9139,39.6668,79.52,clear sky,Bustani B&B
698,Dimbokro,CI,6.6451,-4.7048,75.51,broken clouds,complexe hôtelier le jardin d'Eden
